order_id,product,product_description,origin,destination,shipping_mode,order_date,delay_days,customer_review
ORDQNSVSOJ,Camera,Camera shipped via Express from Kano to Kano,Kano,Kano,Express,2025-03-02,4,package arrived damaged
ORDFEZEZ5E,Shoes,Shoes shipped via Air from Kano to Kano,Kano,Kano,Air,2024-06-09,1,smooth and fast shipping process
ORDN8VOEUB,Headphones,Headphones shipped via Sea from Lagos to Port Harcourt,Lagos,Port Harcourt,Sea,2025-01-18,3,late delivery caused frustration
ORDKBF2P7K,Backpack,Backpack shipped via Express from Abuja to Abuja,Abuja,Abuja,Express,2024-01-03,2,delayed shipment due to weather
ORDTCBRLQM,Tablet,Tablet shipped via Road from Kano to Ibadan,Kano,Ibadan,Road,2024-05-21,3,smooth and fast shipping process
ORDW1YF0DW,Monitor,Monitor shipped via Road from Kano to Kano,Kano,Kano,Road,2025-02-08,3,on time and well packaged
ORDT860X5Z,Monitor,Monitor shipped via Air from Port Harcourt to Ibadan,Port Harcourt,Ibadan,Air,2025-10-21,5,smooth and fast shipping process
ORDD8T18S1,Keyboard,Keyboard shipped via Road from Lagos to Lagos,Lagos,Lagos,Road,2024-01-20,1,late delivery caused frustration
ORD2IZ5P3V,Tablet,Tablet shipped via Express from Ibadan to Lagos,Ibadan,Lagos,Express,2024-01-24,2,on time and well packaged
ORDPO4LJED,Headphones,Headphones shipped via Road from Port Harcourt to Abuja,Port Harcourt,Abuja,Road,2024-09-18,1,delayed shipment due to weather
ORDF8YC8GZ,Backpack,Backpack shipped via Sea from Kano to Lagos,Kano,Lagos,Sea,2024-05-25,2,tracking updates were helpful
ORD6J76BIV,Shoes,Shoes shipped via Express from Kano to Ibadan,Kano,Ibadan,Express,2024-04-27,3,late delivery caused frustration
ORDCQOROI5,Backpack,Backpack shipped via Air from Ibadan to Ibadan,Ibadan,Ibadan,Air,2024-09-09,4,smooth and fast shipping process
ORDXEUQ4S2,Headphones,Headphones shipped via Road from Port Harcourt to Ibadan,Port Harcourt,Ibadan,Road,2024-09-08,1,smooth and fast shipping process
ORD88TB38W,Headphones,Headphones shipped via Express from Lagos to Lagos,Lagos,Lagos,Express,2024-10-06,4,delivery slower than expected
ORDJY94H4K,Headphones,Headphones shipped via Air from Ibadan to Ibadan,Ibadan,Ibadan,Air,2024-11-03,5,delayed shipment due to weather
ORDOEFUKPV,Watch,Watch shipped via Express from Port Harcourt to Port Harcourt,Port Harcourt,Port Harcourt,Express,2024-10-06,3,excellent logistics experience
ORDXLH8L6E,Smartphone,Smartphone shipped via Air from Ibadan to Kano,Ibadan,Kano,Air,2024-01-10,6,package arrived damaged
ORDO6Z1T2X,Laptop,Laptop shipped via Express from Ibadan to Lagos,Ibadan,Lagos,Express,2025-11-19,1,delayed shipment due to weather
ORDM33MG1Z,Smartphone,Smartphone shipped via Sea from Lagos to Kano,Lagos,Kano,Sea,2024-07-16,0,poor handling caused delay
ORDA01YZG3,Backpack,Backpack shipped via Express from Abuja to Abuja,Abuja,Abuja,Express,2025-01-06,0,fast delivery and great service
ORDK6ZHH3O,Backpack,Backpack shipped via Express from Ibadan to Ibadan,Ibadan,Ibadan,Express,2024-06-23,5,smooth and fast shipping process
ORDG0YVGV0,Headphones,Headphones shipped via Road from Port Harcourt to Ibadan,Port Harcourt,Ibadan,Road,2025-06-19,4,late delivery caused frustration
ORDGY9YTJU,Camera,Camera shipped via Air from Lagos to Kano,Lagos,Kano,Air,2024-11-26,2,tracking updates were helpful
ORD4OESRSB,Shoes,Shoes shipped via Express from Lagos to Port Harcourt,Lagos,Port Harcourt,Express,2025-06-29,3,poor handling caused delay
ORDLOM539I,Tablet,Tablet shipped via Road from Lagos to Abuja,Lagos,Abuja,Road,2024-06-17,0,on time and well packaged
ORDLWDR3VW,Watch,Watch shipped via Air from Port Harcourt to Abuja,Port Harcourt,Abuja,Air,2025-04-29,7,excellent logistics experience
ORD833SICV,Camera,Camera shipped via Air from Lagos to Kano,Lagos,Kano,Air,2024-03-28,3,fast delivery and great service
ORD7N6Y2C2,Smartphone,Smartphone shipped via Express from Port Harcourt to Ibadan,Port Harcourt,Ibadan,Express,2024-03-08,3,delayed shipment due to weather
ORDYUKND1I,Monitor,Monitor shipped via Express from Ibadan to Lagos,Ibadan,Lagos,Express,2025-01-28,4,poor handling caused delay
ORD25WM72Q,Watch,Watch shipped via Air from Ibadan to Abuja,Ibadan,Abuja,Air,2024-04-15,3,fast delivery and great service
ORDVC2GUWJ,Tablet,Tablet shipped via Express from Kano to Ibadan,Kano,Ibadan,Express,2024-07-09,3,excellent logistics experience
ORDEBEVSXM,Monitor,Monitor shipped via Road from Ibadan to Abuja,Ibadan,Abuja,Road,2025-04-25,1,late delivery caused frustration
ORDVK8SXFI,Keyboard,Keyboard shipped via Sea from Lagos to Kano,Lagos,Kano,Sea,2024-07-19,3,excellent logistics experience
ORDXHCGRYQ,Watch,Watch shipped via Sea from Ibadan to Ibadan,Ibadan,Ibadan,Sea,2025-09-22,6,late delivery caused frustration
ORDPFQ2BHA,Shoes,Shoes shipped via Road from Abuja to Kano,Abuja,Kano,Road,2024-09-01,5,poor handling caused delay
ORD08L0HG9,Watch,Watch shipped via Sea from Lagos to Lagos,Lagos,Lagos,Sea,2024-01-31,6,smooth and fast shipping process
ORDEKGV1BB,Shoes,Shoes shipped via Road from Port Harcourt to Abuja,Port Harcourt,Abuja,Road,2024-09-25,1,package arrived damaged
ORDMTGA46A,Headphones,Headphones shipped via Sea from Kano to Lagos,Kano,Lagos,Sea,2024-08-03,1,late delivery caused frustration
ORDQNNGS2W,Tablet,Tablet shipped via Road from Lagos to Lagos,Lagos,Lagos,Road,2024-05-13,2,excellent logistics experience
ORDGNNV9IB,Monitor,Monitor shipped via Sea from Ibadan to Abuja,Ibadan,Abuja,Sea,2024-06-01,3,on time and well packaged
ORDIWKESVR,Laptop,Laptop shipped via Air from Kano to Ibadan,Kano,Ibadan,Air,2024-06-20,5,smooth and fast shipping process
ORDN51NSGZ,Keyboard,Keyboard shipped via Express from Kano to Kano,Kano,Kano,Express,2024-10-01,0,delivery slower than expected
ORDO7VBHH5,Tablet,Tablet shipped via Express from Abuja to Port Harcourt,Abuja,Port Harcourt,Express,2025-01-21,6,delivery slower than expected
ORDF4JD1KS,Shoes,Shoes shipped via Express from Ibadan to Lagos,Ibadan,Lagos,Express,2025-06-08,2,delivery slower than expected
ORDMQPNRJA,Camera,Camera shipped via Air from Abuja to Port Harcourt,Abuja,Port Harcourt,Air,2025-01-02,2,delayed shipment due to weather
ORDKSTCJIE,Watch,Watch shipped via Road from Lagos to Ibadan,Lagos,Ibadan,Road,2024-12-07,0,excellent logistics experience
ORDYJ014GV,Headphones,Headphones shipped via Air from Ibadan to Port Harcourt,Ibadan,Port Harcourt,Air,2024-11-02,0,late delivery caused frustration
ORD32OOUXQ,Keyboard,Keyboard shipped via Road from Abuja to Kano,Abuja,Kano,Road,2024-08-20,4,excellent logistics experience
ORDRS210Q2,Watch,Watch shipped via Express from Abuja to Kano,Abuja,Kano,Express,2024-08-02,3,poor handling caused delay
ORDQUNUE7A,Watch,Watch shipped via Express from Port Harcourt to Abuja,Port Harcourt,Abuja,Express,2025-03-11,0,tracking updates were helpful
ORD1YKVUBF,Watch,Watch shipped via Express from Ibadan to Ibadan,Ibadan,Ibadan,Express,2025-01-25,0,excellent logistics experience
ORD8CNRL8X,Backpack,Backpack shipped via Air from Lagos to Abuja,Lagos,Abuja,Air,2025-11-22,2,smooth and fast shipping process
ORDG3VAH6N,Shoes,Shoes shipped via Air from Abuja to Port Harcourt,Abuja,Port Harcourt,Air,2025-04-10,6,fast delivery and great service
ORDNAL6O9E,Tablet,Tablet shipped via Express from Kano to Lagos,Kano,Lagos,Express,2024-07-30,2,package arrived damaged
ORD5L3XFUL,Shoes,Shoes shipped via Sea from Ibadan to Kano,Ibadan,Kano,Sea,2024-07-25,0,fast delivery and great service
ORD9Q3VILU,Camera,Camera shipped via Air from Kano to Kano,Kano,Kano,Air,2024-04-03,2,late delivery caused frustration
ORDX7M42O3,Headphones,Headphones shipped via Road from Kano to Abuja,Kano,Abuja,Road,2025-09-24,2,tracking updates were helpful
ORDQ6GUO8I,Headphones,Headphones shipped via Sea from Port Harcourt to Ibadan,Port Harcourt,Ibadan,Sea,2025-11-13,0,delayed shipment due to weather
ORDZ0HR9T9,Laptop,Laptop shipped via Sea from Lagos to Ibadan,Lagos,Ibadan,Sea,2025-02-23,2,poor handling caused delay
ORDFHBAWYQ,Watch,Watch shipped via Express from Kano to Abuja,Kano,Abuja,Express,2024-02-08,2,fast delivery and great service
ORDJZEYQQC,Shoes,Shoes shipped via Express from Kano to Abuja,Kano,Abuja,Express,2024-10-12,4,package arrived damaged
ORDGADKTOC,Smartphone,Smartphone shipped via Express from Port Harcourt to Abuja,Port Harcourt,Abuja,Express,2025-01-01,6,package arrived damaged
ORDHBYHZ43,Laptop,Laptop shipped via Express from Kano to Port Harcourt,Kano,Port Harcourt,Express,2024-02-23,5,delivery slower than expected
ORDA117NID,Tablet,Tablet shipped via Sea from Lagos to Lagos,Lagos,Lagos,Sea,2024-07-15,2,delayed shipment due to weather
ORDH523GGO,Laptop,Laptop shipped via Road from Port Harcourt to Port Harcourt,Port Harcourt,Port Harcourt,Road,2025-10-01,0,excellent logistics experience
ORD7OPIDLA,Watch,Watch shipped via Road from Lagos to Kano,Lagos,Kano,Road,2025-04-14,8,excellent logistics experience
ORDC3XNCHK,Monitor,Monitor shipped via Road from Kano to Lagos,Kano,Lagos,Road,2024-09-14,3,delayed shipment due to weather
ORDV9ZY9YL,Watch,Watch shipped via Sea from Kano to Lagos,Kano,Lagos,Sea,2024-01-19,3,delivery slower than expected
ORD6QS0SZA,Smartphone,Smartphone shipped via Sea from Ibadan to Lagos,Ibadan,Lagos,Sea,2024-08-30,2,tracking updates were helpful
ORD1WCNKFH,Smartphone,Smartphone shipped via Express from Abuja to Ibadan,Abuja,Ibadan,Express,2024-12-02,3,package arrived damaged
ORDKX1S9XK,Smartphone,Smartphone shipped via Sea from Abuja to Port Harcourt,Abuja,Port Harcourt,Sea,2024-09-05,2,excellent logistics experience
ORDT6XIYZV,Tablet,Tablet shipped via Road from Ibadan to Port Harcourt,Ibadan,Port Harcourt,Road,2025-03-28,1,fast delivery and great service
ORDCR8B97E,Headphones,Headphones shipped via Road from Ibadan to Ibadan,Ibadan,Ibadan,Road,2024-08-29,1,smooth and fast shipping process
ORDC0LZIGI,Backpack,Backpack shipped via Road from Ibadan to Kano,Ibadan,Kano,Road,2024-10-05,2,poor handling caused delay
ORDC9OGPS0,Headphones,Headphones shipped via Express from Kano to Lagos,Kano,Lagos,Express,2025-03-13,1,delayed shipment due to weather
ORD17VF0JQ,Camera,Camera shipped via Express from Port Harcourt to Kano,Port Harcourt,Kano,Express,2024-03-14,1,on time and well packaged
ORDEQFGAS0,Camera,Camera shipped via Express from Kano to Kano,Kano,Kano,Express,2025-01-17,3,tracking updates were helpful
ORDRXVOB7N,Monitor,Monitor shipped via Express from Abuja to Abuja,Abuja,Abuja,Express,2024-09-18,2,on time and well packaged
ORDSRYZX70,Shoes,Shoes shipped via Sea from Kano to Lagos,Kano,Lagos,Sea,2025-10-08,6,fast delivery and great service
ORDZXJQYJV,Headphones,Headphones shipped via Air from Lagos to Lagos,Lagos,Lagos,Air,2025-10-21,0,tracking updates were helpful
ORDOV6SGP3,Backpack,Backpack shipped via Express from Port Harcourt to Ibadan,Port Harcourt,Ibadan,Express,2025-08-23,5,late delivery caused frustration
ORD0175DU2,Headphones,Headphones shipped via Express from Port Harcourt to Abuja,Port Harcourt,Abuja,Express,2025-12-16,5,late delivery caused frustration
ORDAGRD1PP,Backpack,Backpack shipped via Road from Kano to Abuja,Kano,Abuja,Road,2025-01-18,0,package arrived damaged
ORDZHG8Q3G,Smartphone,Smartphone shipped via Sea from Abuja to Abuja,Abuja,Abuja,Sea,2025-02-22,2,poor handling caused delay
ORDWW5FKNJ,Watch,Watch shipped via Road from Lagos to Ibadan,Lagos,Ibadan,Road,2025-05-04,2,poor handling caused delay
ORDYDC1AU9,Laptop,Laptop shipped via Air from Abuja to Ibadan,Abuja,Ibadan,Air,2025-01-19,0,delivery slower than expected
ORDS8JR1VM,Watch,Watch shipped via Sea from Port Harcourt to Abuja,Port Harcourt,Abuja,Sea,2025-11-12,1,tracking updates were helpful
ORDNCMLDQZ,Headphones,Headphones shipped via Air from Lagos to Ibadan,Lagos,Ibadan,Air,2025-06-27,0,late delivery caused frustration
ORD81IQY5S,Shoes,Shoes shipped via Air from Lagos to Port Harcourt,Lagos,Port Harcourt,Air,2025-10-10,6,on time and well packaged
ORD580YIR0,Laptop,Laptop shipped via Express from Port Harcourt to Kano,Port Harcourt,Kano,Express,2025-11-05,4,delayed shipment due to weather
ORD0KHFSU4,Keyboard,Keyboard shipped via Express from Lagos to Abuja,Lagos,Abuja,Express,2024-03-30,5,late delivery caused frustration
ORD399Q68R,Keyboard,Keyboard shipped via Road from Abuja to Abuja,Abuja,Abuja,Road,2024-06-23,4,delayed shipment due to weather
ORDD9B7LNK,Backpack,Backpack shipped via Road from Kano to Lagos,Kano,Lagos,Road,2025-07-01,0,poor handling caused delay
ORDDY571VX,Tablet,Tablet shipped via Express from Kano to Ibadan,Kano,Ibadan,Express,2024-08-26,1,excellent logistics experience
ORDJKEMVG7,Monitor,Monitor shipped via Sea from Port Harcourt to Abuja,Port Harcourt,Abuja,Sea,2025-01-24,3,delivery slower than expected
ORD0LVGNP1,Headphones,Headphones shipped via Road from Ibadan to Ibadan,Ibadan,Ibadan,Road,2024-04-19,0,tracking updates were helpful
ORDA4L3KHY,Headphones,Headphones shipped via Road from Ibadan to Port Harcourt,Ibadan,Port Harcourt,Road,2025-11-12,4,fast delivery and great service
ORDVL9E9ZR,Shoes,Shoes shipped via Express from Kano to Port Harcourt,Kano,Port Harcourt,Express,2024-03-01,2,on time and well packaged
ORDFZ47I07,Headphones,Headphones shipped via Sea from Kano to Kano,Kano,Kano,Sea,2025-11-06,2,package arrived damaged
ORD9TMY91O,Keyboard,Keyboard shipped via Road from Port Harcourt to Port Harcourt,Port Harcourt,Port Harcourt,Road,2025-12-18,4,smooth and fast shipping process
ORDOE1U24Z,Camera,Camera shipped via Road from Abuja to Ibadan,Abuja,Ibadan,Road,2025-03-28,3,poor handling caused delay
ORDKFH00A0,Monitor,Monitor shipped via Express from Lagos to Abuja,Lagos,Abuja,Express,2025-03-13,2,package arrived damaged
ORD7D9GB9X,Monitor,Monitor shipped via Express from Kano to Abuja,Kano,Abuja,Express,2024-09-07,5,fast delivery and great service
ORDEOKVG01,Laptop,Laptop shipped via Sea from Kano to Kano,Kano,Kano,Sea,2025-10-09,0,poor handling caused delay
ORDNECRYSA,Monitor,Monitor shipped via Sea from Ibadan to Kano,Ibadan,Kano,Sea,2025-12-11,4,delayed shipment due to weather
ORD2GRXPUD,Laptop,Laptop shipped via Express from Ibadan to Abuja,Ibadan,Abuja,Express,2025-12-18,4,fast delivery and great service
ORDO32TC4T,Laptop,Laptop shipped via Road from Abuja to Lagos,Abuja,Lagos,Road,2025-09-05,2,package arrived damaged
ORDAQLBUXD,Backpack,Backpack shipped via Air from Lagos to Lagos,Lagos,Lagos,Air,2025-06-02,3,late delivery caused frustration
ORDNTP8AK8,Keyboard,Keyboard shipped via Express from Port Harcourt to Ibadan,Port Harcourt,Ibadan,Express,2024-05-23,0,delivery slower than expected
ORDRL69VSY,Smartphone,Smartphone shipped via Road from Abuja to Lagos,Abuja,Lagos,Road,2024-05-25,4,late delivery caused frustration
ORD4HETVJ0,Tablet,Tablet shipped via Sea from Lagos to Ibadan,Lagos,Ibadan,Sea,2024-09-23,2,tracking updates were helpful
ORDXFQ8Y7F,Shoes,Shoes shipped via Road from Lagos to Port Harcourt,Lagos,Port Harcourt,Road,2025-01-16,1,delivery slower than expected
ORDX3VPF9P,Smartphone,Smartphone shipped via Air from Ibadan to Abuja,Ibadan,Abuja,Air,2024-10-03,5,delayed shipment due to weather
ORDTYOLD62,Headphones,Headphones shipped via Air from Abuja to Port Harcourt,Abuja,Port Harcourt,Air,2024-04-10,1,tracking updates were helpful
ORD9I82ES5,Monitor,Monitor shipped via Sea from Kano to Lagos,Kano,Lagos,Sea,2025-12-18,0,delivery slower than expected
ORD5TV6G8O,Watch,Watch shipped via Express from Ibadan to Ibadan,Ibadan,Ibadan,Express,2025-05-03,0,delivery slower than expected
ORDEASFEN0,Smartphone,Smartphone shipped via Express from Port Harcourt to Abuja,Port Harcourt,Abuja,Express,2025-12-24,4,poor handling caused delay
ORDG92SJP7,Shoes,Shoes shipped via Sea from Port Harcourt to Lagos,Port Harcourt,Lagos,Sea,2025-02-20,0,on time and well packaged
ORD4WCIDUD,Backpack,Backpack shipped via Air from Ibadan to Kano,Ibadan,Kano,Air,2025-03-10,6,smooth and fast shipping process
ORD7ERYYTE,Smartphone,Smartphone shipped via Air from Ibadan to Abuja,Ibadan,Abuja,Air,2025-03-11,0,smooth and fast shipping process
ORD0I0835T,Monitor,Monitor shipped via Express from Lagos to Ibadan,Lagos,Ibadan,Express,2024-06-21,6,smooth and fast shipping process
ORD6GNEMBR,Headphones,Headphones shipped via Sea from Port Harcourt to Lagos,Port Harcourt,Lagos,Sea,2025-11-26,3,excellent logistics experience
ORD344KRJA,Monitor,Monitor shipped via Sea from Kano to Abuja,Kano,Abuja,Sea,2025-10-20,2,smooth and fast shipping process
ORD3BQWRMW,Watch,Watch shipped via Air from Port Harcourt to Port Harcourt,Port Harcourt,Port Harcourt,Air,2024-01-06,1,on time and well packaged
ORD6GMDRDS,Headphones,Headphones shipped via Express from Kano to Lagos,Kano,Lagos,Express,2024-01-08,3,package arrived damaged
ORD1JQNN6T,Backpack,Backpack shipped via Express from Lagos to Kano,Lagos,Kano,Express,2024-06-14,2,package arrived damaged
ORDMPM5HGB,Tablet,Tablet shipped via Air from Kano to Port Harcourt,Kano,Port Harcourt,Air,2024-06-13,5,excellent logistics experience
ORD889ERRY,Headphones,Headphones shipped via Express from Port Harcourt to Kano,Port Harcourt,Kano,Express,2024-05-14,3,delayed shipment due to weather
ORD82EMAYB,Watch,Watch shipped via Air from Kano to Ibadan,Kano,Ibadan,Air,2025-03-20,3,poor handling caused delay
ORDKR1IFSI,Laptop,Laptop shipped via Express from Port Harcourt to Abuja,Port Harcourt,Abuja,Express,2024-07-22,2,poor handling caused delay
ORDZ3ZSG9V,Headphones,Headphones shipped via Road from Abuja to Lagos,Abuja,Lagos,Road,2025-02-14,2,fast delivery and great service
ORDJGFAH5N,Keyboard,Keyboard shipped via Road from Port Harcourt to Abuja,Port Harcourt,Abuja,Road,2024-12-10,3,tracking updates were helpful
ORDRSXKJKM,Tablet,Tablet shipped via Air from Abuja to Port Harcourt,Abuja,Port Harcourt,Air,2024-07-05,0,fast delivery and great service
ORDAXLKKVP,Backpack,Backpack shipped via Sea from Kano to Port Harcourt,Kano,Port Harcourt,Sea,2024-11-07,0,delayed shipment due to weather
ORDDAT5L0N,Monitor,Monitor shipped via Sea from Ibadan to Ibadan,Ibadan,Ibadan,Sea,2024-08-31,4,late delivery caused frustration
ORDHN5E0EV,Shoes,Shoes shipped via Air from Abuja to Kano,Abuja,Kano,Air,2024-03-17,3,smooth and fast shipping process
ORDWKR1TFE,Tablet,Tablet shipped via Sea from Ibadan to Port Harcourt,Ibadan,Port Harcourt,Sea,2025-01-09,2,poor handling caused delay
ORDWEPRS82,Headphones,Headphones shipped via Road from Ibadan to Port Harcourt,Ibadan,Port Harcourt,Road,2024-10-23,3,fast delivery and great service
ORD8C9G3RT,Keyboard,Keyboard shipped via Express from Lagos to Abuja,Lagos,Abuja,Express,2025-06-05,3,tracking updates were helpful
ORDUOVHAUV,Smartphone,Smartphone shipped via Sea from Ibadan to Kano,Ibadan,Kano,Sea,2024-11-06,1,excellent logistics experience
ORDKJEITKX,Backpack,Backpack shipped via Air from Abuja to Port Harcourt,Abuja,Port Harcourt,Air,2025-10-19,1,excellent logistics experience
ORD9HEXW8L,Keyboard,Keyboard shipped via Express from Port Harcourt to Abuja,Port Harcourt,Abuja,Express,2025-09-18,3,late delivery caused frustration
ORDLC33H8G,Smartphone,Smartphone shipped via Air from Ibadan to Ibadan,Ibadan,Ibadan,Air,2025-12-05,1,tracking updates were helpful
ORD8JWVHPL,Shoes,Shoes shipped via Road from Ibadan to Kano,Ibadan,Kano,Road,2025-04-01,3,excellent logistics experience
ORD0PFRRQ3,Headphones,Headphones shipped via Express from Abuja to Ibadan,Abuja,Ibadan,Express,2024-07-03,0,late delivery caused frustration
ORDAFGOVCC,Shoes,Shoes shipped via Air from Kano to Kano,Kano,Kano,Air,2025-06-23,5,package arrived damaged
ORD03VNA31,Smartphone,Smartphone shipped via Air from Abuja to Abuja,Abuja,Abuja,Air,2024-10-01,3,package arrived damaged
ORD7V2A2T3,Laptop,Laptop shipped via Express from Abuja to Abuja,Abuja,Abuja,Express,2025-07-30,3,poor handling caused delay
ORD3LRITJT,Smartphone,Smartphone shipped via Sea from Lagos to Lagos,Lagos,Lagos,Sea,2024-04-15,4,smooth and fast shipping process
ORD5OAIINM,Backpack,Backpack shipped via Air from Abuja to Kano,Abuja,Kano,Air,2025-05-18,6,package arrived damaged
ORD9I8KCMM,Laptop,Laptop shipped via Road from Lagos to Ibadan,Lagos,Ibadan,Road,2024-07-01,5,tracking updates were helpful
ORDTVYFYK3,Watch,Watch shipped via Express from Lagos to Port Harcourt,Lagos,Port Harcourt,Express,2025-11-08,0,on time and well packaged
ORD73ZCA7F,Headphones,Headphones shipped via Express from Port Harcourt to Abuja,Port Harcourt,Abuja,Express,2025-04-02,0,poor handling caused delay
ORD3EP0FLE,Tablet,Tablet shipped via Express from Port Harcourt to Port Harcourt,Port Harcourt,Port Harcourt,Express,2025-03-10,1,poor handling caused delay
ORDYO2M2XI,Tablet,Tablet shipped via Express from Ibadan to Kano,Ibadan,Kano,Express,2025-06-29,3,smooth and fast shipping process
ORD3NUPUY0,Laptop,Laptop shipped via Air from Abuja to Port Harcourt,Abuja,Port Harcourt,Air,2024-07-27,4,fast delivery and great service
ORDNRED6M4,Headphones,Headphones shipped via Road from Port Harcourt to Kano,Port Harcourt,Kano,Road,2025-07-18,1,tracking updates were helpful
ORDI3CE8ZN,Smartphone,Smartphone shipped via Air from Kano to Port Harcourt,Kano,Port Harcourt,Air,2025-12-19,3,delayed shipment due to weather
ORDXC45BNC,Laptop,Laptop shipped via Express from Lagos to Ibadan,Lagos,Ibadan,Express,2024-06-02,1,package arrived damaged
ORDQFS8Q0P,Smartphone,Smartphone shipped via Road from Port Harcourt to Lagos,Port Harcourt,Lagos,Road,2024-03-02,1,fast delivery and great service
ORDVGFOP8Q,Backpack,Backpack shipped via Sea from Ibadan to Ibadan,Ibadan,Ibadan,Sea,2025-12-27,0,excellent logistics experience
ORDPF9S9EH,Monitor,Monitor shipped via Express from Lagos to Abuja,Lagos,Abuja,Express,2024-07-07,1,smooth and fast shipping process
ORDVCYRXON,Smartphone,Smartphone shipped via Road from Port Harcourt to Kano,Port Harcourt,Kano,Road,2024-10-03,0,delayed shipment due to weather
ORDDN2MIFD,Shoes,Shoes shipped via Sea from Ibadan to Lagos,Ibadan,Lagos,Sea,2024-07-11,1,smooth and fast shipping process
ORDH7IDUB9,Camera,Camera shipped via Sea from Lagos to Lagos,Lagos,Lagos,Sea,2024-04-05,5,late delivery caused frustration
ORDAMKOH10,Headphones,Headphones shipped via Express from Lagos to Port Harcourt,Lagos,Port Harcourt,Express,2025-05-30,1,delayed shipment due to weather
ORDS1A2R5B,Headphones,Headphones shipped via Air from Abuja to Kano,Abuja,Kano,Air,2025-10-02,8,delayed shipment due to weather
ORD8IHYFZ9,Keyboard,Keyboard shipped via Sea from Ibadan to Ibadan,Ibadan,Ibadan,Sea,2025-04-03,3,package arrived damaged
ORDMM4P61N,Shoes,Shoes shipped via Air from Ibadan to Ibadan,Ibadan,Ibadan,Air,2024-06-05,3,delivery slower than expected
ORDWR2F5T8,Laptop,Laptop shipped via Express from Kano to Lagos,Kano,Lagos,Express,2024-11-17,1,package arrived damaged
ORD7FKNDG1,Backpack,Backpack shipped via Express from Kano to Port Harcourt,Kano,Port Harcourt,Express,2025-10-27,4,package arrived damaged
ORD78RNKOW,Headphones,Headphones shipped via Sea from Kano to Port Harcourt,Kano,Port Harcourt,Sea,2025-01-17,1,delayed shipment due to weather
ORDYSJ5YWX,Shoes,Shoes shipped via Road from Ibadan to Lagos,Ibadan,Lagos,Road,2024-04-17,3,late delivery caused frustration
ORDNU4I5YM,Camera,Camera shipped via Air from Ibadan to Kano,Ibadan,Kano,Air,2024-03-28,8,package arrived damaged
ORD0771HLL,Monitor,Monitor shipped via Express from Kano to Abuja,Kano,Abuja,Express,2024-04-27,2,late delivery caused frustration
ORDQT8FHU9,Tablet,Tablet shipped via Express from Lagos to Port Harcourt,Lagos,Port Harcourt,Express,2025-04-29,5,excellent logistics experience
ORDB58YJWD,Laptop,Laptop shipped via Air from Port Harcourt to Kano,Port Harcourt,Kano,Air,2024-11-01,1,poor handling caused delay
ORD5SYJ3D6,Watch,Watch shipped via Road from Port Harcourt to Abuja,Port Harcourt,Abuja,Road,2024-12-23,2,tracking updates were helpful
ORDRT28P6U,Smartphone,Smartphone shipped via Road from Ibadan to Ibadan,Ibadan,Ibadan,Road,2024-03-20,6,delivery slower than expected
ORDWL9700L,Headphones,Headphones shipped via Express from Kano to Abuja,Kano,Abuja,Express,2024-11-20,1,delayed shipment due to weather
ORD2YJ0974,Camera,Camera shipped via Air from Ibadan to Lagos,Ibadan,Lagos,Air,2024-08-11,6,excellent logistics experience
ORDPTFNM88,Monitor,Monitor shipped via Sea from Lagos to Port Harcourt,Lagos,Port Harcourt,Sea,2024-01-17,4,late delivery caused frustration
ORD6S5ZXQO,Watch,Watch shipped via Sea from Ibadan to Kano,Ibadan,Kano,Sea,2024-04-26,1,package arrived damaged
ORDQNTFPKX,Tablet,Tablet shipped via Air from Port Harcourt to Ibadan,Port Harcourt,Ibadan,Air,2024-03-30,4,delayed shipment due to weather
ORDDA7D0WT,Camera,Camera shipped via Air from Ibadan to Ibadan,Ibadan,Ibadan,Air,2025-11-14,4,late delivery caused frustration
ORD4H1TE48,Watch,Watch shipped via Express from Kano to Kano,Kano,Kano,Express,2024-01-08,4,on time and well packaged
ORD2SJXL66,Shoes,Shoes shipped via Air from Lagos to Kano,Lagos,Kano,Air,2024-01-16,0,fast delivery and great service
ORDFN33VM8,Tablet,Tablet shipped via Express from Abuja to Ibadan,Abuja,Ibadan,Express,2024-07-16,1,delivery slower than expected
ORDX32UEW9,Headphones,Headphones shipped via Road from Kano to Port Harcourt,Kano,Port Harcourt,Road,2025-03-23,2,excellent logistics experience
ORDD2SW24W,Backpack,Backpack shipped via Sea from Ibadan to Abuja,Ibadan,Abuja,Sea,2024-07-27,2,delayed shipment due to weather
ORDDPWVBZ7,Laptop,Laptop shipped via Air from Ibadan to Kano,Ibadan,Kano,Air,2024-05-13,4,poor handling caused delay
ORDW1GXHG4,Tablet,Tablet shipped via Sea from Port Harcourt to Lagos,Port Harcourt,Lagos,Sea,2024-03-25,3,package arrived damaged
ORDWWUDQVD,Backpack,Backpack shipped via Air from Port Harcourt to Abuja,Port Harcourt,Abuja,Air,2024-03-20,0,poor handling caused delay
ORD46HD2OR,Laptop,Laptop shipped via Express from Abuja to Kano,Abuja,Kano,Express,2024-11-17,3,poor handling caused delay
ORD3GAGUVB,Watch,Watch shipped via Air from Port Harcourt to Kano,Port Harcourt,Kano,Air,2024-06-11,4,smooth and fast shipping process
ORD07GBASF,Watch,Watch shipped via Air from Lagos to Abuja,Lagos,Abuja,Air,2024-12-01,4,package arrived damaged
